ECG	Heart Rate
-0.0778198	0
-0.0790405	0
-0.0802612	0
-0.0820923	0
-0.085144	0
-0.0891113	0
-0.0933838	0
-0.0973511	0
-0.100098	0
-0.101624	0
-0.101929	0
-0.101318	0
-0.100708	0
-0.100098	0
-0.0994873	0
-0.098877	0
-0.0985718	0
-0.0982666	0
-0.0979614	0
-0.0973511	0
-0.0967407	0
-0.0958252	0
-0.0946045	0
-0.0930786	0
-0.0915527	0
-0.0897217	0
-0.0881958	0
-0.0866699	0
-0.0857544	0
-0.085144	0
-0.085144	0
-0.0860596	0
-0.0872803	0
-0.0891113	0
-0.0906372	0
-0.0918579	0
-0.0927734	0
-0.0933838	0
-0.0939941	0
-0.0949097	0
-0.09552	0
-0.0958252	0
-0.09552	0
-0.0949097	0
-0.0939941	0
-0.0930786	0
-0.0924683	0
-0.0915527	0
-0.090332	0
-0.0891113	0
-0.0872803	0
-0.0854492	0
-0.0836182	0
-0.0820923	0
-0.0808716	0
-0.0796509	0
-0.078125	0
-0.0765991	0
-0.0744629	0
-0.0723267	0
-0.0698853	0
-0.067749	0
-0.0653076	0
-0.0631714	0
-0.0613403	0
-0.0598145	0
-0.0585938	0
-0.0579834	0
-0.0576782	0
-0.057373	0
-0.0570679	0
-0.0558472	0
-0.0543213	0
-0.0527954	0
-0.0515747	0
-0.0500488	0
-0.0482178	0
-0.0457764	0
-0.0427246	0
-0.0390625	0
-0.0350952	0
-0.0311279	0
-0.0265503	0
-0.022583	0
-0.0189209	0
-0.015564	0
-0.0125122	0
-0.00976563	0
-0.00701904	0
-0.00518799	0
-0.00396729	0
-0.00335693	0
-0.00335693	0
-0.00274658	0
-0.00213623	0
-0.0012207	0
-0.000305176	0
-0.000305176	0
-0.000915527	0
-0.00213623	0
-0.00335693	0
-0.00427246	0
-0.00457764	0
-0.00427246	0
-0.00335693	0
-0.00213623	0
-0.0012207	0
-0.000305176	0
0.000610352	0
0.00183105	0
0.00366211	0
0.00518799	0
0.00671387	0
0.00762939	0
0.00793457	0
0.00762939	0
0.00640869	0
0.00396729	0
0.0012207	0
-0.00183105	0
-0.00488281	0
-0.00823975	0
-0.0119019	0
-0.0158691	0
-0.020752	0
-0.0259399	0
-0.0323486	0
-0.0393677	0
-0.0469971	0
-0.0540161	0
-0.06073	0
-0.0665283	0
-0.0720215	0
-0.0772095	0
-0.0823975	0
-0.0869751	0
-0.0915527	0
-0.0952148	0
-0.0982666	0
-0.100403	0
-0.101624	0
-0.101929	0
-0.101013	0
-0.0994873	0
-0.0979614	0
-0.0961304	0
-0.0949097	0
-0.0942993	0
-0.0942993	0
-0.0939941	0
-0.0939941	0
-0.0939941	0
-0.0939941	0
-0.0946045	0
-0.0958252	0
-0.0982666	0
-0.101929	0
-0.106812	0
-0.111694	0
-0.116882	0
-0.12146	0
-0.124817	0
-0.127563	0
-0.129395	0
-0.13092	0
-0.132446	0
-0.133057	0
-0.133057	0
-0.131531	0
-0.128784	0
-0.124512	0
-0.119019	0
-0.112915	0
-0.106812	0
-0.100403	0
-0.0939941	0
-0.0878906	0
-0.0820923	0
-0.0765991	0
-0.0720215	0
-0.0686646	0
-0.0665283	0
-0.0653076	0
-0.0656128	0
-0.0668335	0
-0.0686646	0
-0.0714111	0
-0.0741577	0
-0.0772095	0
-0.0805664	0
-0.0845337	0
-0.0891113	0
-0.0942993	0
-0.0997925	0
-0.104675	0
-0.108643	0
-0.112	0
-0.114441	0
-0.117493	0
-0.12085	0
-0.124817	0
-0.129395	0
-0.134277	0
-0.139465	0
-0.144653	0
-0.149231	0
-0.153198	0
-0.155945	0
-0.157776	0
-0.158691	0
-0.159607	0
-0.159912	0
-0.158997	0
-0.156555	0
-0.152283	0
-0.146179	0
-0.137634	0
-0.126648	0
-0.112915	0
-0.0961304	0
-0.0759888	0
